Name,Description,URL
CyberChef,The Cyber Swiss Army Knife - a web app for encryption encoding compression and data analysis,https://github.com/gchq/CyberChef
firecracker,Secure and fast microVMs for serverless computing.,https://github.com/firecracker-microvm/firecracker
Data-Science-For-Beginners,10 Weeks 20 Lessons Data Science for All!,https://github.com/microsoft/Data-Science-For-Beginners
hub,A command-line tool that makes git easier to use with GitHub.,https://github.com/mislav/hub
octotree,GitHub on steroids,https://github.com/ovity/octotree
MiniGPT-4,MiniGPT-4: Enhancing Vision-language Understanding with Advanced Large Language Models,https://github.com/Vision-CAIR/MiniGPT-4
draft-js,A React framework for building text editors.,https://github.com/facebookarchive/draft-js
surrealdb,A scalable distributed collaborative document-graph database for the realtime web,https://github.com/surrealdb/surrealdb
redux-saga,An alternative side effect model for Redux apps,https://github.com/redux-saga/redux-saga
table,Headless UI for building powerful tables & datagrids for TS/JS - React-Table Vue-Table Solid-Table Svelte-Table,https://github.com/TanStack/table
blog,starwatchfork,https://github.com/fouber/blog
gson,A Java serialization/deserialization library to convert Java Objects into JSON and back,https://github.com/google/gson
ember.js,Ember.js - A JavaScript framework for creating ambitious web applications,https://github.com/emberjs/ember.js
skywalking,APM Application Performance Monitoring System,https://github.com/apache/skywalking
ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch
flv.js,HTML5 FLV Player,https://github.com/bilibili/flv.js
homebridge,HomeKit support for the impatient.,https://github.com/homebridge/homebridge
tuning_playbook,A playbook for systematically maximizing the performance of deep learning models.,https://github.com/google-research/tuning_playbook
AFFiNE,There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning sorting and creating all together. Privacy first open-source customizable and ready to use.,https://github.com/toeverything/AFFiNE
dapr,Dapr is a portable event-driven runtime for building distributed applications across cloud and edge.,https://github.com/dapr/dapr
RedisDesktopManager,nan,https://github.com/RedisInsight/RedisDesktopManager
Rectangle,Move and resize windows on macOS with keyboard shortcuts and snap areas,https://github.com/rxhanson/Rectangle
sweetalert,"A beautiful replacement for JavaScript's ""alert""",https://github.com/t4t5/sweetalert
wttr.in,:partly_sunny: The right way to check the weather,https://github.com/chubin/wttr.in
ipfs,Peer-to-peer hypermedia protocol,https://github.com/ipfs/ipfs
fish-shell,The user-friendly command line shell.,https://github.com/fish-shell/fish-shell
wepy,,https://github.com/Tencent/wepy
react-redux-links,Curated tutorial and resource links I've collected on React Redux ES6 and more,https://github.com/markerikson/react-redux-links
k9s,Kubernetes CLI To Manage Your Clusters In Style!,https://github.com/derailed/k9s
celery,Distributed Task Queue (development branch),https://github.com/celery/celery
headlessui,Completely unstyled fully accessible UI components designed to integrate beautifully with Tailwind CSS.,https://github.com/tailwindlabs/headlessui
github1s,One second to read GitHub code with VS Code.,https://github.com/conwnet/github1s
algo,50,https://github.com/wangzheng0822/algo
mocha,simple flexible fun javascript test framework for node.js & the browser,https://github.com/mochajs/mocha
intro.js,Lightweight user-friendly onboarding tour library,https://github.com/usablica/intro.js
libuv,Cross-platform asynchronous I/O,https://github.com/libuv/libuv
javascript-testing-best-practices,Comprehensive and exhaustive JavaScript & Node.js testing best practices (July 2023),https://github.com/goldbergyoni/javascript-testing-best-practices
locust,Write scalable load tests in plain Python,https://github.com/locustio/locust
SwiftyJSON,The better way to deal with JSON data in Swift.,https://github.com/SwiftyJSON/SwiftyJSON
tokio,A runtime for writing reliable asynchronous applications with Rust. Provides I/O networking scheduling timers ...,https://github.com/tokio-rs/tokio
react-starter-kit,The web's most popular Jamstack front-end template (boilerplate) for building web applications with React,https://github.com/kriasoft/react-starter-kit
awesome-falsehood,Falsehoods Programmers Believe in,https://github.com/kdeldycke/awesome-falsehood
pumpkin-book,,https://github.com/datawhalechina/pumpkin-book
jumpserver,JumpServer 4A,https://github.com/jumpserver/jumpserver
lux,Fast and simple video download library and CLI tool written in Go,https://github.com/iawia002/lux
elixir,Elixir is a dynamic functional language for building scalable and maintainable applications,https://github.com/elixir-lang/elixir
howler.js,Javascript audio library for the modern web.,https://github.com/goldfire/howler.js
highlight.js,JavaScript syntax highlighter with language auto-detection and zero dependencies.,https://github.com/highlightjs/highlight.js
gradio,Build and share delightful machine learning apps all in Python. Star to support our work!,https://github.com/gradio-app/gradio
flow,Adds static typing to JavaScript to improve developer productivity and code quality.,https://github.com/facebook/flow
flink,Apache Flink,https://github.com/apache/flink
qBittorrent,qBittorrent BitTorrent client,https://github.com/qbittorrent/qBittorrent
polymer,Our original Web Component library.,https://github.com/Polymer/polymer
fuel-core,Rust full node implementation of the Fuel v2 protocol.,https://github.com/FuelLabs/fuel-core
notable,The Markdown-based note-taking app that doesn't suck.,https://github.com/notable/notable
libgdx,Desktop/Android/HTML5/iOS Java game development framework,https://github.com/libgdx/libgdx
chosen,Deprecated - Chosen is a library for making long unwieldy select boxes more friendly.,https://github.com/harvesthq/chosen
react-bootstrap,Bootstrap components built with React,https://github.com/react-bootstrap/react-bootstrap
vant,A lightweight customizable Vue UI library for mobile web apps.,https://github.com/youzan/vant
windows95,Windows 95 in Electron. Runs on macOS Linux and Windows.,https://github.com/felixrieseberg/windows95
llvm-project,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.,https://github.com/llvm/llvm-project
vuepress,Minimalistic Vue-powered static site generator,https://github.com/vuejs/vuepress
NLP-progress,Repository to track the progress in Natural Language Processing (NLP) including the datasets and the current state-of-the-art for the most common NLP tasks.,https://github.com/sebastianruder/NLP-progress
wiki,Wiki.js | A modern and powerful wiki app built on Node.js,https://github.com/requarks/wiki
vegeta,HTTP load testing tool and library. It's over 9000!,https://github.com/tsenart/vegeta
electron-react-boilerplate,A Foundation for Scalable Cross-Platform Apps,https://github.com/electron-react-boilerplate/electron-react-boilerplate
awesome-datascience,:memo: An awesome Data Science repository to learn and apply for real world problems.,https://github.com/academic/awesome-datascience
JARVIS,JARVIS a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf,https://github.com/microsoft/JARVIS
api-guidelines,Microsoft REST API Guidelines,https://github.com/microsoft/api-guidelines
spacedrive,Spacedrive is an open source cross-platform file explorer powered by a virtual distributed filesystem written in Rust.,https://github.com/spacedriveapp/spacedrive
passport,Simple unobtrusive authentication for Node.js.,https://github.com/jaredhanson/passport
WaveFunctionCollapse,Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics,https://github.com/mxgmn/WaveFunctionCollapse
pytudes,Python programs usually short of considerable difficulty to perfect particular skills.,https://github.com/norvig/pytudes
redisson,Redisson - Easy Redis Java client with features of In-Memory Data Grid. Sync/Async/RxJava/Reactive API. Over 50 Redis based Java objects and services: Set Multimap SortedSet Map List Queue Deque Semaphore Lock AtomicLong Map Reduce Bloom filter Spring Cache Tomcat Scheduler JCache API Hibernate RPC local cache ...,https://github.com/redisson/redisson
homemade-machine-learning,Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,https://github.com/trekhleb/homemade-machine-learning
vnpy,Python,https://github.com/vnpy/vnpy
iosched,The Google I/O Android App,https://github.com/google/iosched
dracula-theme,One theme. All platforms.,https://github.com/dracula/dracula-theme
validator.js,String validation,https://github.com/validatorjs/validator.js
awesome-cto,A curated and opinionated list of resources for Chief Technology Officers with the emphasis on startups,https://github.com/kuchin/awesome-cto
scrollreveal,Animate elements as they scroll into view.,https://github.com/jlmakes/scrollreveal
TDengine,TDengine is an open source high-performance cloud native time-series database optimized for Internet of Things (IoT) Connected Cars Industrial IoT and DevOps.,https://github.com/taosdata/TDengine
refined-github,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,https://github.com/refined-github/refined-github
v8,The official mirror of the V8 Git repository,https://github.com/v8/v8
bitcoinbook,Mastering Bitcoin 2nd Edition - Programming the Open Blockchain,https://github.com/bitcoinbook/bitcoinbook
modern-cpp-tutorial,Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/,https://github.com/changkun/modern-cpp-tutorial
nanoid,A tiny (130 bytes) secure URL-friendly unique string ID generator for JavaScript,https://github.com/ai/nanoid
flameshot,Powerful yet simple to use screenshot software :desktop_computer: :camera_flash:,https://github.com/flameshot-org/flameshot
gfwlist,The one and only one gfwlist here,https://github.com/gfwlist/gfwlist
vscodium,binary releases of VS Code without MS branding/telemetry/licensing,https://github.com/VSCodium/vscodium
dragula,:ok_hand: Drag and drop so simple it hurts,https://github.com/bevacqua/dragula
docker-cheat-sheet,Docker Cheat Sheet,https://github.com/wsargent/docker-cheat-sheet
masscan,TCP port scanner spews SYN packets asynchronously scanning entire Internet in under 5 minutes.,https://github.com/robertdavidgraham/masscan
Kingfisher,A lightweight pure-Swift library for downloading and caching images from the web.,https://github.com/onevcat/Kingfisher
awesome-deep-learning,A curated list of awesome Deep Learning tutorials projects and communities.,https://github.com/ChristosChristofidis/awesome-deep-learning
rancher,Complete container management platform,https://github.com/rancher/rancher
Hero,Elegant transition library for iOS & tvOS,https://github.com/HeroTransitions/Hero
react-motion,A spring that solves your animation problems.,https://github.com/chenglou/react-motion
lens,Lens - The way the world runs Kubernetes,https://github.com/lensapp/lens
k6,A modern load testing tool using Go and JavaScript - https://k6.io,https://github.com/grafana/k6
llama_index,LlamaIndex (GPT Index) is a data framework for your LLM applications,https://github.com/jerryjliu/llama_index
en.javascript.info,Modern JavaScript Tutorial,https://github.com/javascript-tutorial/en.javascript.info
PicGo,:rocket:A simple & beautiful tool for pictures uploading built by vue-cli-electron-builder,https://github.com/Molunerfinn/PicGo
Rocket,A web framework for Rust.,https://github.com/SergioBenitez/Rocket
textual,Textual is a Rapid Application Development framework for Python. Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and (coming soon) a web browser!,https://github.com/Textualize/textual
jenkins,Jenkins automation server,https://github.com/jenkinsci/jenkins
games,:video_game: A list of popular/awesome video games add-ons maps etc. hosted on GitHub. Any genre. Any platform. Any engine.,https://github.com/leereilly/games
Sentinel,A powerful flow control component enabling reliability resilience and monitoring for microservices. (),https://github.com/alibaba/Sentinel
DesignPatternsPHP,Sample code for several design patterns in PHP 8.x,https://github.com/DesignPatternsPHP/DesignPatternsPHP
Babylon.js,Babylon.js is a powerful beautiful simple and open game and rendering engine packed into a friendly JavaScript framework.,https://github.com/BabylonJS/Babylon.js
API-Security-Checklist,Checklist of the most important security countermeasures when designing testing and releasing your API,https://github.com/shieldfy/API-Security-Checklist
bazel,a fast scalable multi-language and extensible build system,https://github.com/bazelbuild/bazel
kratos,Your ultimate Go microservices framework for the cloud-native era.,https://github.com/go-kratos/kratos
fyne,Cross platform GUI toolkit in Go inspired by Material Design,https://github.com/fyne-io/fyne
mantine,A fully featured React components library,https://github.com/mantinedev/mantine
element-plus,A Vue.js 3 UI Library made by Element team,https://github.com/element-plus/element-plus
pug,Pug robust elegant feature rich template engine for Node.js,https://github.com/pugjs/pug
UTM,Virtual machines for iOS and macOS,https://github.com/utmapp/UTM
tornado,Tornado is a Python web framework and asynchronous networking library originally developed at FriendFeed.,https://github.com/tornadoweb/tornado
WeChatExtension-ForMac,Mac//(A plugin for Mac WeChat),https://github.com/MustangYM/WeChatExtension-ForMac
tiptap,The headless editor framework for web artisans.,https://github.com/ueberdosis/tiptap
restic,Fast secure efficient backup program,https://github.com/restic/restic
lenster,Lenster is a decentralized and permissionless social media app built with Lens Protocol,https://github.com/lensterxyz/lenster
yup,Dead simple Object schema validation,https://github.com/jquense/yup
autoprefixer,Parse CSS and add vendor prefixes to rules by Can I Use,https://github.com/postcss/autoprefixer
SwitchHosts,Switch hosts quickly!,https://github.com/oldj/SwitchHosts
IntelliJ-IDEA-Tutorial,IntelliJ IDEA,https://github.com/judasn/IntelliJ-IDEA-Tutorial
postgrest,REST API for any Postgres database,https://github.com/PostgREST/postgrest
flatbuffers,FlatBuffers: Memory Efficient Serialization Library,https://github.com/google/flatbuffers
htmx,</> htmx - high power tools for HTML,https://github.com/bigskysoftware/htmx
Proton,Compatibility tool for Steam Play based on Wine and additional components,https://github.com/ValveSoftware/Proton
winston,A logger for just about everything.,https://github.com/winstonjs/winston
recharts,Redefined chart library built with React and D3,https://github.com/recharts/recharts
ScreenToGif,ScreenToGif allows you to record a selected area of your screen edit and save it as a gif or video.,https://github.com/NickeManarin/ScreenToGif
delve,Delve is a debugger for the Go programming language.,https://github.com/go-delve/delve
dragonfly,A modern replacement for Redis and Memcached,https://github.com/dragonflydb/dragonfly
The-Art-Of-Programming-By-July-2nd,/,https://github.com/julycoding/The-Art-Of-Programming-By-July-2nd
js-cookie,A simple lightweight JavaScript API for handling browser cookies,https://github.com/js-cookie/js-cookie
ExoPlayer,An extensible media player for Android,https://github.com/google/ExoPlayer
shields,Concise consistent and legible badges in SVG and raster format,https://github.com/badges/shields
normalizr,Normalizes nested JSON according to a schema,https://github.com/paularmstrong/normalizr
forem,For empowering community,https://github.com/forem/forem
redoc,OpenAPI/Swagger-generated API Reference Documentation,https://github.com/Redocly/redoc
react-native-web,Cross-platform React UI packages,https://github.com/necolas/react-native-web
tips,Most commonly used git tips and tricks.,https://github.com/git-tips/tips
filebrowser,Web File Browser,https://github.com/filebrowser/filebrowser
zstd,Zstandard - Fast real-time compression algorithm,https://github.com/facebook/zstd
the-swift-programming-language-in-chinese,Apple Swift The Swift Programming Language,https://github.com/SwiftGGTeam/the-swift-programming-language-in-chinese
solidity,Solidity the Smart Contract Programming Language,https://github.com/ethereum/solidity
hosts,https://scaffrey.coding.net/p/hosts/git / https://git.qvq.network/googlehosts/hosts,https://github.com/googlehosts/hosts
typst,A new markup-based typesetting system that is powerful and easy to learn.,https://github.com/typst/typst
es6tutorial,ECMAScript 6 JavaScript ECMAScript 6,https://github.com/ruanyf/es6tutorial
roop,one-click face swap,https://github.com/s0md3v/roop
harbor,An open source trusted cloud native registry project that stores signs and scans content.,https://github.com/goharbor/harbor
Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &,https://github.com/PaddlePaddle/Paddle
examples,A set of examples around pytorch in Vision Text Reinforcement Learning etc.,https://github.com/pytorch/examples
Tvlist-awesome-m3u-m3u8,IPTVM3U,https://github.com/imDazui/Tvlist-awesome-m3u-m3u8
generator-jhipster,JHipster is a development platform to quickly generate develop & deploy modern web applications & microservice architectures.,https://github.com/jhipster/generator-jhipster
gentelella,Free Bootstrap 4 Admin Dashboard Template,https://github.com/ColorlibHQ/gentelella
winget-cli,WinGet is the Windows Package Manager. This project includes a CLI (Command Line Interface) PowerShell modules and a COM (Component Object Model) API (Application Programming Interface).,https://github.com/microsoft/winget-cli
go-micro,A Go microservices framework,https://github.com/go-micro/go-micro
ChromeAppHeroes,-Chrome Chrome Chrome~ ChromePluginHeroes Write a Chinese manual for the excellent Chrome plugin let the Chrome plugin heroes benefit the human~ 01,https://github.com/zhaoolee/ChromeAppHeroes
livewire,A full-stack framework for Laravel that takes the pain out of building dynamic UIs.,https://github.com/livewire/livewire
vimium,The hacker's browser.,https://github.com/philc/vimium
ruby,The Ruby Programming Language,https://github.com/ruby/ruby
